,week-year,state,new_case
5114,42-2022,HI,0
5115,42-2022,IA,844
5116,42-2022,ID,0
5117,42-2022,IL,5449
5118,42-2022,IN,0
5119,42-2022,KS,0
5120,42-2022,KY,1506
5121,42-2022,LA,0
5122,42-2022,MA,0
5123,42-2022,MD,2238
5124,42-2022,ME,1082
5125,42-2022,MI,12414
5126,42-2022,MN,0
5127,42-2022,MO,0
5128,42-2022,MP,31
5129,42-2022,MS,0
5130,42-2022,MT,0
5131,42-2022,NC,2253
5132,42-2022,ND,0
5133,42-2022,NE,956
5134,42-2022,NH,1056
5135,42-2022,NJ,4542
5136,42-2022,NM,1009
5137,42-2022,NV,144
5138,42-2022,NY,5371
5139,42-2022,NYC,9674
5140,42-2022,OH,0
5141,42-2022,OK,973
5142,42-2022,OR,0
5143,42-2022,PA,0
5144,42-2022,PR,2569
5145,42-2022,PW,0
5146,42-2022,RI,0
5147,42-2022,RMI,14
5148,42-2022,SC,839
5149,42-2022,SD,0
5150,42-2022,TN,542
5151,42-2022,TX,4658
5152,42-2022,UT,0
5153,42-2022,VA,3598
5154,42-2022,VI,29
5155,42-2022,VT,387
5156,42-2022,WA,1287
5157,42-2022,WI,3375
5158,42-2022,WV,904
5159,42-2022,WY,397
5160,43-2021,AK,4561
5161,43-2021,AL,12176
5162,43-2021,AR,2995
5163,43-2021,AS,0
5164,43-2021,AZ,17720
5165,43-2021,CA,44809
5166,43-2021,CO,20127
5167,43-2021,CT,2357
5168,43-2021,DC,652
5169,43-2021,DE,1872
5170,43-2021,FL,12343
5171,43-2021,FSM,2
5172,43-2021,GA,8694
5173,43-2021,GU,644
5174,43-2021,HI,892
5175,43-2021,IA,6979
5176,43-2021,ID,6249
5177,43-2021,IL,14616
5178,43-2021,IN,10957
5179,43-2021,KS,5830
5180,43-2021,KY,7556
5181,43-2021,LA,2840
5182,43-2021,MA,9270
5183,43-2021,MD,5268
5184,43-2021,ME,3385
5185,43-2021,MI,28080
5186,43-2021,MN,17304
5187,43-2021,MO,7459
5188,43-2021,MP,17
5189,43-2021,MS,3221
5190,43-2021,MT,5280
5191,43-2021,NC,12657
5192,43-2021,ND,3532
5193,43-2021,NE,5316
5194,43-2021,NH,2727
5195,43-2021,NJ,8993
5196,43-2021,NM,6318
5197,43-2021,NV,3645
5198,43-2021,NY,20178
5199,43-2021,NYC,7579
5200,43-2021,OH,23607
5201,43-2021,OK,4964
5202,43-2021,OR,7527
5203,43-2021,PA,26943
5204,43-2021,PR,649
5205,43-2021,PW,0
5206,43-2021,RI,1386
5207,43-2021,RMI,0
5208,43-2021,SC,5605
5209,43-2021,SD,2174
5210,43-2021,TN,7267
5211,43-2021,TX,27055
5212,43-2021,UT,10987
5213,43-2021,VA,10016
5214,43-2021,VI,70
5215,43-2021,VT,1312
5216,43-2021,WA,14602
5217,43-2021,WI,14945
5218,43-2021,WV,5992
5219,43-2021,WY,2752
5220,44-2021,AK,4177
5221,44-2021,AL,4586
5222,44-2021,AR,2985
5223,44-2021,AS,0
5224,44-2021,AZ,20417
5225,44-2021,CA,44801
5226,44-2021,CO,22067
5227,44-2021,CT,2386
5228,44-2021,DC,559
5229,44-2021,DE,1614
5230,44-2021,FL,11519
5231,44-2021,FSM,0
5232,44-2021,GA,6943
5233,44-2021,GU,452
5234,44-2021,HI,698
5235,44-2021,IA,8275
5236,44-2021,ID,5047
5237,44-2021,IL,17462
5238,44-2021,IN,11653
5239,44-2021,KS,5657
5240,44-2021,KY,7301
5241,44-2021,LA,3378
5242,44-2021,MA,9558
5243,44-2021,MD,4721
5244,44-2021,ME,3953
5245,44-2021,MI,34552
5246,44-2021,MN,19504
5247,44-2021,MO,7601
5248,44-2021,MP,36
5249,44-2021,MS,2238
5250,44-2021,MT,4605
5251,44-2021,NC,11086
5252,44-2021,ND,3553
5253,44-2021,NE,4516
5254,44-2021,NH,4807
5255,44-2021,NJ,8841
5256,44-2021,NM,7533
5257,44-2021,NV,5841
5258,44-2021,NY,21888
5259,44-2021,NYC,6316
5260,44-2021,OH,24923
5261,44-2021,OK,4107
5262,44-2021,OR,7084
5263,44-2021,PA,28314
5264,44-2021,PR,772
5265,44-2021,PW,0
5266,44-2021,RI,1696
5267,44-2021,RMI,0
5268,44-2021,SC,4733
5269,44-2021,SD,2513
5270,44-2021,TN,6779
5271,44-2021,TX,19766
5272,44-2021,UT,10722
5273,44-2021,VA,8771
5274,44-2021,VI,86
5275,44-2021,VT,1793
5276,44-2021,WA,12815
5277,44-2021,WI,17190
5278,44-2021,WV,5262
5279,44-2021,WY,2392
5280,45-2021,AK,3013
5281,45-2021,AL,4239
5282,45-2021,AR,3474
5283,45-2021,AS,0
5284,45-2021,AZ,24856
5285,45-2021,CA,47277
5286,45-2021,CO,24413
5287,45-2021,CT,2781
5288,45-2021,DC,572
5289,45-2021,DE,1863
5290,45-2021,FL,10704
5291,45-2021,FSM,0
5292,45-2021,GA,6229
5293,45-2021,GU,274
5294,45-2021,HI,755
5295,45-2021,IA,9157
5296,45-2021,ID,3550
5297,45-2021,IL,22600
5298,45-2021,IN,19284
5299,45-2021,KS,7491
5300,45-2021,KY,9012
5301,45-2021,LA,2505
5302,45-2021,MA,11801
5303,45-2021,MD,5451
5304,45-2021,ME,4303
5305,45-2021,MI,37213
5306,45-2021,MN,26617
5307,45-2021,MO,9638
5308,45-2021,MP,41
5309,45-2021,MS,1913
5310,45-2021,MT,3942
5311,45-2021,NC,11534
5312,45-2021,ND,3306
5313,45-2021,NE,6824
5314,45-2021,NH,5302
5315,45-2021,NJ,10162
5316,45-2021,NM,9336
5317,45-2021,NV,4715
5318,45-2021,NY,29236
5319,45-2021,NYC,7832
5320,45-2021,OH,33026
5321,45-2021,OK,4833
5322,45-2021,OR,6037
5323,45-2021,PA,33002
5324,45-2021,PR,831
5325,45-2021,PW,0
5326,45-2021,RI,2073
5327,45-2021,RMI,0
5328,45-2021,SC,4377
5329,45-2021,SD,2348
5330,45-2021,TN,8132
5331,45-2021,TX,22149
5332,45-2021,UT,10903
5333,45-2021,VA,9295
5334,45-2021,VI,67
5335,45-2021,VT,2406
5336,45-2021,WA,12229
5337,45-2021,WI,21574
5338,45-2021,WV,5272
5339,45-2021,WY,2165
5340,46-2021,AK,2882
5341,46-2021,AL,3759
5342,46-2021,AR,4413
5343,46-2021,AS,1
5344,46-2021,AZ,26916
5345,46-2021,CA,29963
5346,46-2021,CO,23329
5347,46-2021,CT,5168
5348,46-2021,DC,657
5349,46-2021,DE,2464
5350,46-2021,FL,11440
5351,46-2021,FSM,0
5352,46-2021,GA,7384
5353,46-2021,GU,156
5354,46-2021,HI,982
5355,46-2021,IA,10073
5356,46-2021,ID,3447
5357,46-2021,IL,28280
5358,46-2021,IN,19875
5359,46-2021,KS,7995
5360,46-2021,KY,10488
5361,46-2021,LA,2976
5362,46-2021,MA,17452
5363,46-2021,MD,6207
5364,46-2021,ME,6060
5365,46-2021,MI,61551
5366,46-2021,MN,29578
5367,46-2021,MO,10713
5368,46-2021,MP,54
5369,46-2021,MS,2279
5370,46-2021,MT,3619
5371,46-2021,NC,13798
5372,46-2021,ND,3388
5373,46-2021,NE,6461
5374,46-2021,NH,6187
5375,46-2021,NJ,13661
5376,46-2021,NM,9859
5377,46-2021,NV,4755
5378,46-2021,NY,34694
5379,46-2021,NYC,7647
5380,46-2021,OH,38210
5381,46-2021,OK,5961
5382,46-2021,OR,5888
5383,46-2021,PA,40656
5384,46-2021,PR,871
5385,46-2021,PW,0
5386,46-2021,RI,3249
5387,46-2021,RMI,0
5388,46-2021,SC,5082
5389,46-2021,SD,3032
5390,46-2021,TN,9369
5391,46-2021,TX,22880
5392,46-2021,UT,11422
5393,46-2021,VA,10623
5394,46-2021,VI,82
5395,46-2021,VT,2207
5396,46-2021,WA,11595
5397,46-2021,WI,24494
5398,46-2021,WV,5842
5399,46-2021,WY,1835
5400,47-2021,AK,1975
5401,47-2021,AL,2474
5402,47-2021,AR,3347
5403,47-2021,AS,0
5404,47-2021,AZ,24325
5405,47-2021,CA,35155
5406,47-2021,CO,16413
5407,47-2021,CT,5555
5408,47-2021,DC,482
5409,47-2021,DE,2414
5410,47-2021,FL,8909
5411,47-2021,FSM,0
5412,47-2021,GA,6942
5413,47-2021,GU,94
5414,47-2021,HI,570
5415,47-2021,IA,9221
5416,47-2021,ID,2466
5417,47-2021,IL,32590
5418,47-2021,IN,22622
5419,47-2021,KS,7849
5420,47-2021,KY,9623
5421,47-2021,LA,2471
5422,47-2021,MA,18972
5423,47-2021,MD,6286
5424,47-2021,ME,4363
5425,47-2021,MI,55500
5426,47-2021,MN,24026
5427,47-2021,MO,10286
5428,47-2021,MP,254
5429,47-2021,MS,2475
5430,47-2021,MT,2058
5431,47-2021,NC,11854
5432,47-2021,ND,2755
5433,47-2021,NE,5329
5434,47-2021,NH,7643
5435,47-2021,NJ,14978
5436,47-2021,NM,9181
5437,47-2021,NV,4320
5438,47-2021,NY,34359
5439,47-2021,NYC,10444
5440,47-2021,OH,34426
5441,47-2021,OK,5833
5442,47-2021,OR,4971
5443,47-2021,PA,40991
5444,47-2021,PR,576
5445,47-2021,PW,0
5446,47-2021,RI,3112
5447,47-2021,RMI,0
5448,47-2021,SC,4710
5449,47-2021,SD,1917
5450,47-2021,TN,7431
5451,47-2021,TX,15809
5452,47-2021,UT,9201
5453,47-2021,VA,10279
5454,47-2021,VI,51
5455,47-2021,VT,2097
5456,47-2021,WA,7890
5457,47-2021,WI,22576
5458,47-2021,WV,4522
5459,47-2021,WY,946
5460,48-2021,AK,1866
5461,48-2021,AL,3819
5462,48-2021,AR,5760
5463,48-2021,AS,5
5464,48-2021,AZ,25660
5465,48-2021,CA,35344
5466,48-2021,CO,19110
5467,48-2021,CT,6802
5468,48-2021,DC,920
5469,48-2021,DE,3487
5470,48-2021,FL,13297
5471,48-2021,FSM,4
5472,48-2021,GA,7284
5473,48-2021,GU,85
5474,48-2021,HI,737
5475,48-2021,IA,11765
5476,48-2021,ID,3107
5477,48-2021,IL,38620
5478,48-2021,IN,26263
5479,48-2021,KS,10841
5480,48-2021,KY,16367
5481,48-2021,LA,2988
5482,48-2021,MA,26139
5483,48-2021,MD,9380
5484,48-2021,ME,7193
5485,48-2021,MI,53406
5486,48-2021,MN,31702
5487,48-2021,MO,17099
5488,48-2021,MP,412
5489,48-2021,MS,2281
5490,48-2021,MT,2165
5491,48-2021,NC,19877
5492,48-2021,ND,3446
5493,48-2021,NE,6039
5494,48-2021,NH,7118
5495,48-2021,NJ,23888
5496,48-2021,NM,9402
5497,48-2021,NV,4197
5498,48-2021,NY,46738
5499,48-2021,NYC,12642
5500,48-2021,OH,52173
5501,48-2021,OK,6809
5502,48-2021,OR,5536
5503,48-2021,PA,51317
5504,48-2021,PR,776
5505,48-2021,PW,0
5506,48-2021,RI,5534
5507,48-2021,RMI,0
5508,48-2021,SC,5993
5509,48-2021,SD,3979
5510,48-2021,TN,12530
5511,48-2021,TX,31020
5512,48-2021,UT,9822
5513,48-2021,VA,12860
5514,48-2021,VI,40
5515,48-2021,VT,2767
5516,48-2021,WA,11049
5517,48-2021,WI,29397
5518,48-2021,WV,7058
5519,48-2021,WY,1548
5520,49-2021,AK,1417
5521,49-2021,AL,4116
5522,49-2021,AR,5235
5523,49-2021,AS,0
5524,49-2021,AZ,24724
5525,49-2021,CA,48311
5526,49-2021,CO,14696
5527,49-2021,CT,14148
5528,49-2021,DC,1272
5529,49-2021,DE,4108
5530,49-2021,FL,15893
5531,49-2021,FSM,0
5532,49-2021,GA,9871
5533,49-2021,GU,60
5534,49-2021,HI,813
5535,49-2021,IA,11664
5536,49-2021,ID,2823
5537,49-2021,IL,49668
5538,49-2021,IN,32564
5539,49-2021,KS,11630
5540,49-2021,KY,16064
5541,49-2021,LA,3146
5542,49-2021,MA,33745
5543,49-2021,MD,8894
5544,49-2021,ME,6537
5545,49-2021,MI,50253
5546,49-2021,MN,29848
5547,49-2021,MO,18969
5548,49-2021,MP,670
5549,49-2021,MS,3611
5550,49-2021,MT,1482
5551,49-2021,NC,21708
5552,49-2021,ND,2459
5553,49-2021,NE,7931
5554,49-2021,NH,8882
5555,49-2021,NJ,30369
5556,49-2021,NM,9258
5557,49-2021,NV,4932
5558,49-2021,NY,49883
5559,49-2021,NYC,18030
5560,49-2021,OH,50770
5561,49-2021,OK,6837
5562,49-2021,OR,5619
5563,49-2021,PA,56291
5564,49-2021,PR,845
5565,49-2021,PW,0
5566,49-2021,RI,6142
5567,49-2021,RMI,0
5568,49-2021,SC,7223
5569,49-2021,SD,2977
5570,49-2021,TN,12621
5571,49-2021,TX,31731
5572,49-2021,UT,8729
5573,49-2021,VA,17470
5574,49-2021,VI,75
5575,49-2021,VT,2832
5576,49-2021,WA,9207
5577,49-2021,WI,26406
5578,49-2021,WV,6725
5579,49-2021,WY,1050
5580,50-2021,AK,1198
5581,50-2021,AL,5683
5582,50-2021,AR,5034
5583,50-2021,AS,1
5584,50-2021,AZ,21103
5585,50-2021,CA,45184
5586,50-2021,CO,12357
5587,50-2021,CT,16143
5588,50-2021,DC,2517
5589,50-2021,DE,4761
5590,50-2021,FL,49749
5591,50-2021,FSM,0
5592,50-2021,GA,12928
5593,50-2021,GU,64
5594,50-2021,HI,2701
5595,50-2021,IA,10742
5596,50-2021,ID,2275
5597,50-2021,IL,59312
5598,50-2021,IN,30655
5599,50-2021,KS,11680
5600,50-2021,KY,15162
5601,50-2021,LA,4733
5602,50-2021,MA,35881
5603,50-2021,MD,16753
5604,50-2021,ME,6371
5605,50-2021,MI,46563
5606,50-2021,MN,22504
5607,50-2021,MO,20696
5608,50-2021,MP,601
5609,50-2021,MS,3340
5610,50-2021,MT,1046
5611,50-2021,NC,23738
5612,50-2021,ND,2163
5613,50-2021,NE,5435
5614,50-2021,NH,8600
5615,50-2021,NJ,38771
5616,50-2021,NM,7012
5617,50-2021,NV,5204
5618,50-2021,NY,56473
5619,50-2021,NYC,38613
5620,50-2021,OH,59150
5621,50-2021,OK,6841
5622,50-2021,OR,5104
5623,50-2021,PA,53677
5624,50-2021,PR,3602
5625,50-2021,PW,0
5626,50-2021,RI,7267
5627,50-2021,RMI,0
5628,50-2021,SC,7611
5629,50-2021,SD,2407
5630,50-2021,TN,12941
5631,50-2021,TX,36203
5632,50-2021,UT,7016
5633,50-2021,VA,15864
5634,50-2021,VI,35
5635,50-2021,VT,2692
5636,50-2021,WA,10801
5637,50-2021,WI,30097
5638,50-2021,WV,7338
5639,50-2021,WY,722
5640,51-2021,AK,642
5641,51-2021,AL,11383
5642,51-2021,AR,6749
5643,51-2021,AS,0
5644,51-2021,AZ,20647
5645,51-2021,CA,85760
5646,51-2021,CO,27800
5647,51-2021,CT,18991
5648,51-2021,DC,8346
5649,51-2021,DE,6621
5650,51-2021,FL,155690
5651,51-2021,FSM,0
5652,51-2021,GA,41926
5653,51-2021,GU,60
5654,51-2021,HI,8305
5655,51-2021,IA,10968
5656,51-2021,ID,1759
5657,51-2021,IL,98377
5658,51-2021,IN,19372
5659,51-2021,KS,7733
5660,51-2021,KY,17256
5661,51-2021,LA,9705
5662,51-2021,MA,50049
5663,51-2021,MD,42815
5664,51-2021,ME,4924
5665,51-2021,MI,31437
5666,51-2021,MN,16941
5667,51-2021,MO,16501
5668,51-2021,MP,478
5669,51-2021,MS,3047
5670,51-2021,MT,905
5671,51-2021,NC,36490
5672,51-2021,ND,2199
5673,51-2021,NE,4956
5674,51-2021,NH,6931
5675,51-2021,NJ,91384
5676,51-2021,NM,5859
5677,51-2021,NV,5993
5678,51-2021,NY,71826
5679,51-2021,NYC,108422
5680,51-2021,OH,71490
5681,51-2021,OK,10468
5682,51-2021,OR,5273
5683,51-2021,PA,64621
5684,51-2021,PR,32162
5685,51-2021,PW,0
5686,51-2021,RI,8091
5687,51-2021,RMI,0
5688,51-2021,SC,12738
5689,51-2021,SD,2022
5690,51-2021,TN,24894
5691,51-2021,TX,80845
5692,51-2021,UT,6006
5693,51-2021,VA,39403
5694,51-2021,VI,367
5695,51-2021,VT,2755
5696,51-2021,WA,22671
5697,51-2021,WI,29251
5698,51-2021,WV,5145
5699,51-2021,WY,658
5700,52-2021,AK,1768
5701,52-2021,AL,36470
5702,52-2021,AR,16495
5703,52-2021,AS,0
5704,52-2021,AZ,26780
5705,52-2021,CA,213347
5706,52-2021,CO,50107
5707,52-2021,CT,35631
5708,52-2021,DC,14721
5709,52-2021,DE,9779
5710,52-2021,FL,301834
5711,52-2021,FSM,0
5712,52-2021,GA,106279
5713,52-2021,GU,186
5714,52-2021,HI,12554
5715,52-2021,IA,14351
5716,52-2021,ID,3656
5717,52-2021,IL,138576
5718,52-2021,IN,45928
5719,52-2021,KS,14022
5720,52-2021,KY,29639
5721,52-2021,LA,38322
5722,52-2021,MA,85095
5723,52-2021,MD,59747
5724,52-2021,ME,5803
5725,52-2021,MI,64693
5726,52-2021,MN,25988
5727,52-2021,MO,30013
5728,52-2021,MP,402
5729,52-2021,MS,18235
5730,52-2021,MT,2055
5731,52-2021,NC,73162
5732,52-2021,ND,3266
5733,52-2021,NE,10682
5734,52-2021,NH,8680
5735,52-2021,NJ,134497
5736,52-2021,NM,7394
5737,52-2021,NV,11902
5738,52-2021,NY,143850
5739,52-2021,NYC,230541
5740,52-2021,OH,105104
5741,52-2021,OK,12565
5742,52-2021,OR,10698
5743,52-2021,PA,88775
5744,52-2021,PR,47008
5745,52-2021,PW,2
5746,52-2021,RI,14545
5747,52-2021,RMI,0
5748,52-2021,SC,25921
5749,52-2021,SD,3527
5750,52-2021,TN,50352
5751,52-2021,TX,90333
5752,52-2021,UT,13289
5753,52-2021,VA,69182
5754,52-2021,VI,1641
5755,52-2021,VT,4177
5756,52-2021,WA,34134
5757,52-2021,WI,37227
5758,52-2021,WV,9127
5759,52-2021,WY,1396
