,week-year,state,new_case
2085,17-2021,PW,0
2086,17-2021,RI,1654
2087,17-2021,RMI,0
2088,17-2021,SC,4702
2089,17-2021,SD,702
2090,17-2021,TN,6834
2091,17-2021,TX,23775
2092,17-2021,UT,2583
2093,17-2021,VA,7227
2094,17-2021,VI,55
2095,17-2021,VT,516
2096,17-2021,WA,9744
2097,17-2021,WI,5148
2098,17-2021,WV,2430
2099,17-2021,WY,454
2100,17-2022,AK,1448
2101,17-2022,AL,1445
2102,17-2022,AR,911
2103,17-2022,AS,114
2104,17-2022,AZ,2350
2105,17-2022,CA,43421
2106,17-2022,CO,5525
2107,17-2022,CT,6471
2108,17-2022,DC,588
2109,17-2022,DE,1404
2110,17-2022,FL,28215
2111,17-2022,FSM,0
2112,17-2022,GA,5979
2113,17-2022,GU,198
2114,17-2022,HI,2501
2115,17-2022,IA,1746
2116,17-2022,ID,495
2117,17-2022,IL,24646
2118,17-2022,IN,4233
2119,17-2022,KS,2017
2120,17-2022,KY,3373
2121,17-2022,LA,1664
2122,17-2022,MA,18872
2123,17-2022,MD,6850
2124,17-2022,ME,3047
2125,17-2022,MI,14482
2126,17-2022,MN,8688
2127,17-2022,MO,4467
2128,17-2022,MP,42
2129,17-2022,MS,735
2130,17-2022,MT,493
2131,17-2022,NC,12848
2132,17-2022,ND,414
2133,17-2022,NE,808
2134,17-2022,NH,2454
2135,17-2022,NJ,18461
2136,17-2022,NM,1311
2137,17-2022,NV,2083
2138,17-2022,NY,33465
2139,17-2022,NYC,16288
2140,17-2022,OH,8731
2141,17-2022,OK,1567
2142,17-2022,OR,6965
2143,17-2022,PA,13235
2144,17-2022,PR,24707
2145,17-2022,PW,214
2146,17-2022,RI,3383
2147,17-2022,RMI,2
2148,17-2022,SC,2786
2149,17-2022,SD,277
2150,17-2022,TN,3538
2151,17-2022,TX,14612
2152,17-2022,UT,1695
2153,17-2022,VA,10179
2154,17-2022,VI,258
2155,17-2022,VT,2184
2156,17-2022,WA,13715
2157,17-2022,WI,9157
2158,17-2022,WV,1408
2159,17-2022,WY,158
2160,18-2021,AK,698
2161,18-2021,AL,2485
2162,18-2021,AR,1447
2163,18-2021,AS,0
2164,18-2021,AZ,4811
2165,18-2021,CA,12466
2166,18-2021,CO,9256
2167,18-2021,CT,3324
2168,18-2021,DC,416
2169,18-2021,DE,1277
2170,18-2021,FL,27548
2171,18-2021,FSM,0
2172,18-2021,GA,7843
2173,18-2021,GU,54
2174,18-2021,HI,658
2175,18-2021,IA,2333
2176,18-2021,ID,1125
2177,18-2021,IL,15358
2178,18-2021,IN,7234
2179,18-2021,KS,1395
2180,18-2021,KY,3549
2181,18-2021,LA,3303
2182,18-2021,MA,6261
2183,18-2021,MD,4351
2184,18-2021,ME,1928
2185,18-2021,MI,15440
2186,18-2021,MN,9435
2187,18-2021,MO,3589
2188,18-2021,MP,1
2189,18-2021,MS,1427
2190,18-2021,MT,904
2191,18-2021,NC,9831
2192,18-2021,ND,774
2193,18-2021,NE,1309
2194,18-2021,NH,1338
2195,18-2021,NJ,8743
2196,18-2021,NM,1576
2197,18-2021,NV,2541
2198,18-2021,NY,10802
2199,18-2021,NYC,7088
2200,18-2021,OH,8796
2201,18-2021,OK,1288
2202,18-2021,OR,5207
2203,18-2021,PA,18032
2204,18-2021,PR,2486
2205,18-2021,PW,0
2206,18-2021,RI,1273
2207,18-2021,RMI,0
2208,18-2021,SC,4225
2209,18-2021,SD,570
2210,18-2021,TN,5635
2211,18-2021,TX,16981
2212,18-2021,UT,2387
2213,18-2021,VA,5558
2214,18-2021,VI,78
2215,18-2021,VT,409
2216,18-2021,WA,9153
2217,18-2021,WI,4633
2218,18-2021,WV,2503
2219,18-2021,WY,479
2220,18-2022,AK,1431
2221,18-2022,AL,1808
2222,18-2022,AR,1173
2223,18-2022,AS,101
2224,18-2022,AZ,3911
2225,18-2022,CA,53178
2226,18-2022,CO,7176
2227,18-2022,CT,7891
2228,18-2022,DC,0
2229,18-2022,DE,2137
2230,18-2022,FL,31525
2231,18-2022,FSM,0
2232,18-2022,GA,6525
2233,18-2022,GU,181
2234,18-2022,HI,4155
2235,18-2022,IA,2811
2236,18-2022,ID,816
2237,18-2022,IL,30633
2238,18-2022,IN,4793
2239,18-2022,KS,2232
2240,18-2022,KY,4235
2241,18-2022,LA,2163
2242,18-2022,MA,22726
2243,18-2022,MD,8846
2244,18-2022,ME,5609
2245,18-2022,MI,18945
2246,18-2022,MN,11408
2247,18-2022,MO,2491
2248,18-2022,MP,18
2249,18-2022,MS,1146
2250,18-2022,MT,616
2251,18-2022,NC,16316
2252,18-2022,ND,612
2253,18-2022,NE,816
2254,18-2022,NH,3306
2255,18-2022,NJ,23947
2256,18-2022,NM,1611
2257,18-2022,NV,2682
2258,18-2022,NY,37145
2259,18-2022,NYC,22465
2260,18-2022,OH,11013
2261,18-2022,OK,1655
2262,18-2022,OR,8101
2263,18-2022,PA,14367
2264,18-2022,PR,30742
2265,18-2022,PW,122
2266,18-2022,RI,4367
2267,18-2022,RMI,0
2268,18-2022,SC,4196
2269,18-2022,SD,373
2270,18-2022,TN,4601
2271,18-2022,TX,18586
2272,18-2022,UT,3226
2273,18-2022,VA,14032
2274,18-2022,VI,818
2275,18-2022,VT,2463
2276,18-2022,WA,15503
2277,18-2022,WI,12486
2278,18-2022,WV,1726
2279,18-2022,WY,195
2280,19-2021,AK,530
2281,19-2021,AL,8969
2282,19-2021,AR,1272
2283,19-2021,AS,0
2284,19-2021,AZ,4114
2285,19-2021,CA,10847
2286,19-2021,CO,8159
2287,19-2021,CT,2204
2288,19-2021,DC,324
2289,19-2021,DE,913
2290,19-2021,FL,22208
2291,19-2021,FSM,0
2292,19-2021,GA,5742
2293,19-2021,GU,55
2294,19-2021,HI,524
2295,19-2021,IA,1669
2296,19-2021,ID,1103
2297,19-2021,IL,11794
2298,19-2021,IN,5925
2299,19-2021,KS,1131
2300,19-2021,KY,2840
2301,19-2021,LA,3066
2302,19-2021,MA,4950
2303,19-2021,MD,2944
2304,19-2021,ME,1623
2305,19-2021,MI,10640
2306,19-2021,MN,6663
2307,19-2021,MO,2998
2308,19-2021,MP,3
2309,19-2021,MS,1222
2310,19-2021,MT,755
2311,19-2021,NC,7632
2312,19-2021,ND,622
2313,19-2021,NE,908
2314,19-2021,NH,1062
2315,19-2021,NJ,2935
2316,19-2021,NM,1306
2317,19-2021,NV,2473
2318,19-2021,NY,8436
2319,19-2021,NYC,4921
2320,19-2021,OH,7461
2321,19-2021,OK,901
2322,19-2021,OR,4375
2323,19-2021,PA,12692
2324,19-2021,PR,1403
2325,19-2021,PW,0
2326,19-2021,RI,874
2327,19-2021,RMI,0
2328,19-2021,SC,3303
2329,19-2021,SD,399
2330,19-2021,TN,4811
2331,19-2021,TX,15545
2332,19-2021,UT,2205
2333,19-2021,VA,3793
2334,19-2021,VI,52
2335,19-2021,VT,344
2336,19-2021,WA,7726
2337,19-2021,WI,3585
2338,19-2021,WV,2229
2339,19-2021,WY,456
2340,19-2022,AK,1520
2341,19-2022,AL,2610
2342,19-2022,AR,1440
2343,19-2022,AS,76
2344,19-2022,AZ,5490
2345,19-2022,CA,60559
2346,19-2022,CO,9852
2347,19-2022,CT,13288
2348,19-2022,DC,3244
2349,19-2022,DE,3173
2350,19-2022,FL,51026
2351,19-2022,FSM,0
2352,19-2022,GA,9254
2353,19-2022,GU,173
2354,19-2022,HI,5649
2355,19-2022,IA,3535
2356,19-2022,ID,1057
2357,19-2022,IL,40026
2358,19-2022,IN,6749
2359,19-2022,KS,2847
2360,19-2022,KY,6687
2361,19-2022,LA,3346
2362,19-2022,MA,29480
2363,19-2022,MD,12926
2364,19-2022,ME,4166
2365,19-2022,MI,27705
2366,19-2022,MN,15092
2367,19-2022,MO,5365
2368,19-2022,MP,24
2369,19-2022,MS,2806
2370,19-2022,MT,515
2371,19-2022,NC,22072
2372,19-2022,ND,723
2373,19-2022,NE,1500
2374,19-2022,NH,3403
2375,19-2022,NJ,32588
2376,19-2022,NM,2197
2377,19-2022,NV,2789
2378,19-2022,NY,27762
2379,19-2022,NYC,30463
2380,19-2022,OH,15970
2381,19-2022,OK,2231
2382,19-2022,OR,9418
2383,19-2022,PA,24106
2384,19-2022,PR,29813
2385,19-2022,PW,147
2386,19-2022,RI,5187
2387,19-2022,RMI,0
2388,19-2022,SC,5594
2389,19-2022,SD,450
2390,19-2022,TN,6534
2391,19-2022,TX,21724
2392,19-2022,UT,3385
2393,19-2022,VA,17710
2394,19-2022,VI,870
2395,19-2022,VT,1856
2396,19-2022,WA,18131
2397,19-2022,WI,16278
2398,19-2022,WV,2598
2399,19-2022,WY,286
2400,20-2021,AK,411
2401,20-2021,AL,2112
2402,20-2021,AR,1353
2403,20-2021,AS,0
2404,20-2021,AZ,3915
2405,20-2021,CA,8116
2406,20-2021,CO,5450
2407,20-2021,CT,1256
2408,20-2021,DC,188
2409,20-2021,DE,729
2410,20-2021,FL,18308
2411,20-2021,FSM,0
2412,20-2021,GA,4542
2413,20-2021,GU,42
2414,20-2021,HI,546
2415,20-2021,IA,1287
2416,20-2021,ID,1143
2417,20-2021,IL,9545
2418,20-2021,IN,4890
2419,20-2021,KS,1262
2420,20-2021,KY,2475
2421,20-2021,LA,2807
2422,20-2021,MA,3306
2423,20-2021,MD,2413
2424,20-2021,ME,1179
2425,20-2021,MI,7214
2426,20-2021,MN,4705
2427,20-2021,MO,3011
2428,20-2021,MP,9
2429,20-2021,MS,1167
2430,20-2021,MT,524
2431,20-2021,NC,6334
2432,20-2021,ND,499
2433,20-2021,NE,547
2434,20-2021,NH,681
2435,20-2021,NJ,3297
2436,20-2021,NM,1157
2437,20-2021,NV,1768
2438,20-2021,NY,6150
2439,20-2021,NYC,3552
2440,20-2021,OH,6341
2441,20-2021,OK,830
2442,20-2021,OR,3177
2443,20-2021,PA,9654
2444,20-2021,PR,1077
2445,20-2021,PW,0
2446,20-2021,RI,632
2447,20-2021,RMI,0
2448,20-2021,SC,2533
2449,20-2021,SD,264
2450,20-2021,TN,3586
2451,20-2021,TX,12075
2452,20-2021,UT,1921
2453,20-2021,VA,2889
2454,20-2021,VI,73
2455,20-2021,VT,221
2456,20-2021,WA,6905
2457,20-2021,WI,2839
2458,20-2021,WV,1710
2459,20-2021,WY,579
2460,20-2022,AK,1657
2461,20-2022,AL,3507
2462,20-2022,AR,1974
2463,20-2022,AS,73
2464,20-2022,AZ,7204
2465,20-2022,CA,102949
2466,20-2022,CO,11688
2467,20-2022,CT,9534
2468,20-2022,DC,2023
2469,20-2022,DE,4257
2470,20-2022,FL,58162
2471,20-2022,FSM,0
2472,20-2022,GA,10795
2473,20-2022,GU,192
2474,20-2022,HI,7022
2475,20-2022,IA,3727
2476,20-2022,ID,1352
2477,20-2022,IL,40193
2478,20-2022,IN,8143
2479,20-2022,KS,1910
2480,20-2022,KY,8273
2481,20-2022,LA,5083
2482,20-2022,MA,30983
2483,20-2022,MD,15658
2484,20-2022,ME,4203
2485,20-2022,MI,29267
2486,20-2022,MN,13816
2487,20-2022,MO,7332
2488,20-2022,MP,10
2489,20-2022,MS,2596
2490,20-2022,MT,1079
2491,20-2022,NC,28296
2492,20-2022,ND,883
2493,20-2022,NE,1780
2494,20-2022,NH,4351
2495,20-2022,NJ,34421
2496,20-2022,NM,3199
2497,20-2022,NV,5744
2498,20-2022,NY,51144
2499,20-2022,NYC,30325
2500,20-2022,OH,19536
2501,20-2022,OK,2348
2502,20-2022,OR,10892
2503,20-2022,PA,29024
2504,20-2022,PR,34450
2505,20-2022,PW,88
2506,20-2022,RI,5443
2507,20-2022,RMI,0
2508,20-2022,SC,7692
2509,20-2022,SD,475
2510,20-2022,TN,8529
2511,20-2022,TX,26783
2512,20-2022,UT,4504
2513,20-2022,VA,22102
2514,20-2022,VI,817
2515,20-2022,VT,1965
2516,20-2022,WA,19813
2517,20-2022,WI,15443
2518,20-2022,WV,3723
2519,20-2022,WY,378
2520,21-2021,AK,292
2521,21-2021,AL,1669
2522,21-2021,AR,1250
2523,21-2021,AS,0
2524,21-2021,AZ,4055
2525,21-2021,CA,11654
2526,21-2021,CO,5039
2527,21-2021,CT,943
2528,21-2021,DC,205
2529,21-2021,DE,493
2530,21-2021,FL,13980
2531,21-2021,FSM,0
2532,21-2021,GA,3729
2533,21-2021,GU,31
2534,21-2021,HI,279
2535,21-2021,IA,814
2536,21-2021,ID,887
2537,21-2021,IL,6498
2538,21-2021,IN,3712
2539,21-2021,KS,1013
2540,21-2021,KY,1962
2541,21-2021,LA,2919
2542,21-2021,MA,1987
2543,21-2021,MD,1480
2544,21-2021,ME,773
2545,21-2021,MI,3916
2546,21-2021,MN,2778
2547,21-2021,MO,3120
2548,21-2021,MP,2
2549,21-2021,MS,992
2550,21-2021,MT,617
2551,21-2021,NC,4945
2552,21-2021,ND,332
2553,21-2021,NE,358
2554,21-2021,NH,455
2555,21-2021,NJ,2102
2556,21-2021,NM,945
2557,21-2021,NV,1389
2558,21-2021,NY,4002
2559,21-2021,NYC,2484
2560,21-2021,OH,4940
2561,21-2021,OK,704
2562,21-2021,OR,2648
2563,21-2021,PA,6442
2564,21-2021,PR,738
2565,21-2021,PW,0
2566,21-2021,RI,397
2567,21-2021,RMI,0
2568,21-2021,SC,2308
2569,21-2021,SD,250
2570,21-2021,TN,2634
2571,21-2021,TX,12002
2572,21-2021,UT,1605
2573,21-2021,VA,2372
2574,21-2021,VI,109
2575,21-2021,VT,105
2576,21-2021,WA,6882
2577,21-2021,WI,1875
2578,21-2021,WV,1489
2579,21-2021,WY,493
2580,21-2022,AK,1903
2581,21-2022,AL,5218
2582,21-2022,AR,2371
2583,21-2022,AS,58
2584,21-2022,AZ,11498
2585,21-2022,CA,105299
2586,21-2022,CO,13035
2587,21-2022,CT,8851
2588,21-2022,DC,2428
2589,21-2022,DE,3643
2590,21-2022,FL,70360
2591,21-2022,FSM,0
2592,21-2022,GA,14331
2593,21-2022,GU,280
2594,21-2022,HI,8821
2595,21-2022,IA,4133
2596,21-2022,ID,1692
2597,21-2022,IL,36843
2598,21-2022,IN,8784
2599,21-2022,KS,3114
2600,21-2022,KY,8256
2601,21-2022,LA,5611
2602,21-2022,MA,22785
2603,21-2022,MD,15423
2604,21-2022,ME,3514
2605,21-2022,MI,25968
2606,21-2022,MN,12119
2607,21-2022,MO,12756
2608,21-2022,MP,18
2609,21-2022,MS,2715
2610,21-2022,MT,1305
2611,21-2022,NC,28307
2612,21-2022,ND,933
2613,21-2022,NE,1671
2614,21-2022,NH,3331
2615,21-2022,NJ,33301
2616,21-2022,NM,4531
2617,21-2022,NV,6708
2618,21-2022,NY,24611
2619,21-2022,NYC,31201
2620,21-2022,OH,19546
2621,21-2022,OK,2633
2622,21-2022,OR,11082
2623,21-2022,PA,29331
2624,21-2022,PR,30467
2625,21-2022,PW,76
2626,21-2022,RI,3955
2627,21-2022,RMI,0
2628,21-2022,SC,9066
2629,21-2022,SD,594
2630,21-2022,TN,10359
2631,21-2022,TX,34277
2632,21-2022,UT,5611
2633,21-2022,VA,22522
2634,21-2022,VI,678
2635,21-2022,VT,1413
2636,21-2022,WA,22665
2637,21-2022,WI,14784
2638,21-2022,WV,4702
2639,21-2022,WY,452
2640,22-2021,AK,235
2641,22-2021,AL,1273
2642,22-2021,AR,1055
2643,22-2021,AS,0
2644,22-2021,AZ,2848
2645,22-2021,CA,5584
2646,22-2021,CO,3243
2647,22-2021,CT,560
2648,22-2021,DC,159
2649,22-2021,DE,279
2650,22-2021,FL,11678
2651,22-2021,FSM,0
2652,22-2021,GA,2511
2653,22-2021,GU,44
2654,22-2021,HI,394
2655,22-2021,IA,625
2656,22-2021,ID,820
2657,22-2021,IL,3840
2658,22-2021,IN,3216
2659,22-2021,KS,791
2660,22-2021,KY,1350
2661,22-2021,LA,2316
2662,22-2021,MA,1157
2663,22-2021,MD,943
2664,22-2021,ME,489
2665,22-2021,MI,2325
2666,22-2021,MN,1323
2667,22-2021,MO,2799
2668,22-2021,MP,0
2669,22-2021,MS,849
2670,22-2021,MT,514
2671,22-2021,NC,3294
2672,22-2021,ND,264
2673,22-2021,NE,313
2674,22-2021,NH,199
2675,22-2021,NJ,1806
2676,22-2021,NM,613
2677,22-2021,NV,1725
2678,22-2021,NY,2508
2679,22-2021,NYC,1554
2680,22-2021,OH,2823
2681,22-2021,OK,702
2682,22-2021,OR,1991
2683,22-2021,PA,3961
2684,22-2021,PR,413
2685,22-2021,PW,1
2686,22-2021,RI,209
2687,22-2021,RMI,0
2688,22-2021,SC,1477
2689,22-2021,SD,93
2690,22-2021,TN,1948
2691,22-2021,TX,9285
2692,22-2021,UT,1568
2693,22-2021,VA,1421
2694,22-2021,VI,141
2695,22-2021,VT,67
2696,22-2021,WA,4732
2697,22-2021,WI,1107
2698,22-2021,WV,905
2699,22-2021,WY,477
2700,22-2022,AK,1759
2701,22-2022,AL,6275
2702,22-2022,AR,2832
2703,22-2022,AS,62
2704,22-2022,AZ,13042
2705,22-2022,CA,104473
2706,22-2022,CO,14559
2707,22-2022,CT,5465
2708,22-2022,DC,1367
2709,22-2022,DE,2558
2710,22-2022,FL,70530
2711,22-2022,FSM,3
2712,22-2022,GA,15060
2713,22-2022,GU,356
2714,22-2022,HI,8029
2715,22-2022,IA,3975
2716,22-2022,ID,1961
2717,22-2022,IL,32605
2718,22-2022,IN,8082
2719,22-2022,KS,3211
2720,22-2022,KY,8749
2721,22-2022,LA,6690
2722,22-2022,MA,16440
2723,22-2022,MD,12643
2724,22-2022,ME,1794
2725,22-2022,MI,19535
2726,22-2022,MN,10742
2727,22-2022,MO,9380
2728,22-2022,MP,33
2729,22-2022,MS,3646
2730,22-2022,MT,1496
2731,22-2022,NC,26322
2732,22-2022,ND,1198
2733,22-2022,NE,2354
2734,22-2022,NH,2237
2735,22-2022,NJ,26054
2736,22-2022,NM,4762
2737,22-2022,NV,6818
2738,22-2022,NY,24146
2739,22-2022,NYC,23010
2740,22-2022,OH,17530
2741,22-2022,OK,3709
2742,22-2022,OR,9390
2743,22-2022,PA,24184
2744,22-2022,PR,25173
2745,22-2022,PW,40
2746,22-2022,RI,3074
2747,22-2022,RMI,1
2748,22-2022,SC,8994
2749,22-2022,SD,653
2750,22-2022,TN,11135
2751,22-2022,TX,40996
2752,22-2022,UT,5728
2753,22-2022,VA,19887
2754,22-2022,VI,551
2755,22-2022,VT,1310
2756,22-2022,WA,18265
2757,22-2022,WI,13672
2758,22-2022,WV,4108
2759,22-2022,WY,611
2760,23-2021,AK,179
2761,23-2021,AL,1179
2762,23-2021,AR,1528
2763,23-2021,AS,0
2764,23-2021,AZ,3090
2765,23-2021,CA,6637
2766,23-2021,CO,2822
2767,23-2021,CT,432
2768,23-2021,DC,83
2769,23-2021,DE,250
2770,23-2021,FL,11255
2771,23-2021,FSM,0
2772,23-2021,GA,2613
2773,23-2021,GU,32
2774,23-2021,HI,410
2775,23-2021,IA,569
2776,23-2021,ID,736
2777,23-2021,IL,2394
2778,23-2021,IN,2543
2779,23-2021,KS,957
2780,23-2021,KY,1459
2781,23-2021,LA,1829
2782,23-2021,MA,896
2783,23-2021,MD,712
2784,23-2021,ME,358
2785,23-2021,MI,1553
2786,23-2021,MN,1186
2787,23-2021,MO,3803
2788,23-2021,MP,0
2789,23-2021,MS,812
2790,23-2021,MT,491
2791,23-2021,NC,2900
2792,23-2021,ND,233
2793,23-2021,NE,208
2794,23-2021,NH,194
2795,23-2021,NJ,1661
2796,23-2021,NM,576
2797,23-2021,NV,1685
2798,23-2021,NY,1840
2799,23-2021,NYC,1888
2800,23-2021,OH,2416
2801,23-2021,OK,989
2802,23-2021,OR,1870
2803,23-2021,PA,2702
2804,23-2021,PR,364
2805,23-2021,PW,1
2806,23-2021,RI,172
2807,23-2021,RMI,0
2808,23-2021,SC,1379
2809,23-2021,SD,79
2810,23-2021,TN,1536
2811,23-2021,TX,14433
2812,23-2021,UT,1945
2813,23-2021,VA,1085
2814,23-2021,VI,108
2815,23-2021,VT,49
2816,23-2021,WA,4056
2817,23-2021,WI,893
2818,23-2021,WV,673
2819,23-2021,WY,479
2820,23-2022,AK,2241
2821,23-2022,AL,7538
2822,23-2022,AR,4107
2823,23-2022,AS,0
2824,23-2022,AZ,14677
2825,23-2022,CA,128276
2826,23-2022,CO,17050
2827,23-2022,CT,4424
2828,23-2022,DC,1794
2829,23-2022,DE,2373
2830,23-2022,FL,74886
2831,23-2022,FSM,7
2832,23-2022,GA,17753
2833,23-2022,GU,611
2834,23-2022,HI,7943
2835,23-2022,IA,3955
2836,23-2022,ID,2509
2837,23-2022,IL,34001
2838,23-2022,IN,8643
2839,23-2022,KS,4706
2840,23-2022,KY,9337
2841,23-2022,LA,7921
2842,23-2022,MA,14652
2843,23-2022,MD,11008
2844,23-2022,ME,1740
2845,23-2022,MI,18453
2846,23-2022,MN,11421
2847,23-2022,MO,10802
2848,23-2022,MP,37
2849,23-2022,MS,4495
2850,23-2022,MT,1972
2851,23-2022,NC,25457
2852,23-2022,ND,1068
2853,23-2022,NE,3240
2854,23-2022,NH,1708
2855,23-2022,NJ,23298
2856,23-2022,NM,6238
2857,23-2022,NV,8598
2858,23-2022,NY,17000
2859,23-2022,NYC,25163
2860,23-2022,OH,18247
2861,23-2022,OK,4739
2862,23-2022,OR,10934
2863,23-2022,PA,19446
2864,23-2022,PR,24593
2865,23-2022,PW,62
2866,23-2022,RI,2374
2867,23-2022,RMI,0
2868,23-2022,SC,10314
2869,23-2022,SD,969
2870,23-2022,TN,13012
2871,23-2022,TX,46096
2872,23-2022,UT,7502
2873,23-2022,VA,20114
2874,23-2022,VI,328
2875,23-2022,VT,723
2876,23-2022,WA,18515
2877,23-2022,WI,12613
2878,23-2022,WV,4000
2879,23-2022,WY,1235
2880,24-2021,AK,162
2881,24-2021,AL,1045
2882,24-2021,AR,1510
2883,24-2021,AS,0
2884,24-2021,AZ,2859
2885,24-2021,CA,6396
2886,24-2021,CO,2259
2887,24-2021,CT,307
2888,24-2021,DC,84
2889,24-2021,DE,199
2890,24-2021,FL,10879
2891,24-2021,FSM,0
2892,24-2021,GA,2258
2893,24-2021,GU,37
2894,24-2021,HI,283
2895,24-2021,IA,521
2896,24-2021,ID,536
2897,24-2021,IL,1642
2898,24-2021,IN,2145
2899,24-2021,KS,740
2900,24-2021,KY,1169
2901,24-2021,LA,2143
2902,24-2021,MA,487
2903,24-2021,MD,514
2904,24-2021,ME,248
2905,24-2021,MI,1168
2906,24-2021,MN,786
2907,24-2021,MO,4417
2908,24-2021,MP,0
2909,24-2021,MS,870
2910,24-2021,MT,395
2911,24-2021,NC,2674
2912,24-2021,ND,126
2913,24-2021,NE,27
2914,24-2021,NH,187
2915,24-2021,NJ,1618
2916,24-2021,NM,666
2917,24-2021,NV,1800
2918,24-2021,NY,1365
2919,24-2021,NYC,1349
2920,24-2021,OH,1854
2921,24-2021,OK,1056
2922,24-2021,OR,1647
2923,24-2021,PA,1760
2924,24-2021,PR,354
2925,24-2021,PW,0
2926,24-2021,RI,140
2927,24-2021,RMI,0
2928,24-2021,SC,1154
2929,24-2021,SD,58
2930,24-2021,TN,1372
2931,24-2021,TX,8141
2932,24-2021,UT,1958
2933,24-2021,VA,924
2934,24-2021,VI,71
2935,24-2021,VT,35
2936,24-2021,WA,3260
2937,24-2021,WI,580
2938,24-2021,WV,471
2939,24-2021,WY,382
2940,24-2022,AK,1838
2941,24-2022,AL,10139
2942,24-2022,AR,4963
2943,24-2022,AS,150
2944,24-2022,AZ,16334
2945,24-2022,CA,105308
2946,24-2022,CO,14046
2947,24-2022,CT,4514
2948,24-2022,DC,1366
2949,24-2022,DE,1786
2950,24-2022,FL,74646
2951,24-2022,FSM,0
2952,24-2022,GA,19315
2953,24-2022,GU,673
2954,24-2022,HI,7078
2955,24-2022,IA,4026
2956,24-2022,ID,2480
2957,24-2022,IL,27112
2958,24-2022,IN,8473
2959,24-2022,KS,3949
2960,24-2022,KY,9332
2961,24-2022,LA,6649
2962,24-2022,MA,11550
2963,24-2022,MD,9506
2964,24-2022,ME,1605
2965,24-2022,MI,15578
2966,24-2022,MN,10169
2967,24-2022,MO,11031
2968,24-2022,MP,79
2969,24-2022,MS,5680
2970,24-2022,MT,2089
2971,24-2022,NC,23062
2972,24-2022,ND,1252
2973,24-2022,NE,2998
2974,24-2022,NH,1366
2975,24-2022,NJ,18679
2976,24-2022,NM,6747
2977,24-2022,NV,8126
2978,24-2022,NY,14784
2979,24-2022,NYC,20854
2980,24-2022,OH,16169
2981,24-2022,OK,5489
2982,24-2022,OR,10153
2983,24-2022,PA,17062
2984,24-2022,PR,21282
2985,24-2022,PW,36
2986,24-2022,RI,1995
2987,24-2022,RMI,0
2988,24-2022,SC,10784
2989,24-2022,SD,972
2990,24-2022,TN,13230
2991,24-2022,TX,46619
2992,24-2022,UT,6522
2993,24-2022,VA,17777
2994,24-2022,VI,214
2995,24-2022,VT,675
2996,24-2022,WA,18280
2997,24-2022,WI,10766
2998,24-2022,WV,3025
2999,24-2022,WY,2453
3000,25-2021,AK,240
3001,25-2021,AL,1320
3002,25-2021,AR,2192
3003,25-2021,AS,0
3004,25-2021,AZ,3448
3005,25-2021,CA,8618
3006,25-2021,CO,2353
3007,25-2021,CT,471
3008,25-2021,DC,65
3009,25-2021,DE,133
3010,25-2021,FL,12786
3011,25-2021,FSM,0
3012,25-2021,GA,2338
3013,25-2021,GU,61
3014,25-2021,HI,275
3015,25-2021,IA,522
3016,25-2021,ID,608
3017,25-2021,IL,1742
3018,25-2021,IN,1644
3019,25-2021,KS,829
3020,25-2021,KY,1081
3021,25-2021,LA,2153
3022,25-2021,MA,415
3023,25-2021,MD,381
3024,25-2021,ME,158
3025,25-2021,MI,983
3026,25-2021,MN,640
3027,25-2021,MO,5675
3028,25-2021,MP,0
3029,25-2021,MS,1073
3030,25-2021,MT,359
3031,25-2021,NC,2628
3032,25-2021,ND,102
3033,25-2021,NE,434
3034,25-2021,NH,141
3035,25-2021,NJ,1706
3036,25-2021,NM,570
3037,25-2021,NV,2833
3038,25-2021,NY,838
3039,25-2021,NYC,1241
3040,25-2021,OH,1896
3041,25-2021,OK,1422
3042,25-2021,OR,1486
3043,25-2021,PA,1286
3044,25-2021,PR,258
3045,25-2021,PW,0
3046,25-2021,RI,117
3047,25-2021,RMI,0
3048,25-2021,SC,1008
3049,25-2021,SD,97
3050,25-2021,TN,1268
3051,25-2021,TX,8847
3052,25-2021,UT,2346
3053,25-2021,VA,1085
3054,25-2021,VI,74
3055,25-2021,VT,23
3056,25-2021,WA,3283
3057,25-2021,WI,578
3058,25-2021,WV,380
3059,25-2021,WY,464
3060,25-2022,AK,2127
3061,25-2022,AL,11959
3062,25-2022,AR,5786
3063,25-2022,AS,72
3064,25-2022,AZ,15373
3065,25-2022,CA,129607
3066,25-2022,CO,15437
3067,25-2022,CT,4205
3068,25-2022,DC,1652
3069,25-2022,DE,1312
3070,25-2022,FL,74069
3071,25-2022,FSM,0
3072,25-2022,GA,18425
3073,25-2022,GU,626
3074,25-2022,HI,5355
3075,25-2022,IA,3944
3076,25-2022,ID,2834
3077,25-2022,IL,27094
3078,25-2022,IN,8917
3079,25-2022,KS,4164
3080,25-2022,KY,10061
3081,25-2022,LA,11115
3082,25-2022,MA,10045
3083,25-2022,MD,8937
3084,25-2022,ME,1132
3085,25-2022,MI,10681
3086,25-2022,MN,9384
3087,25-2022,MO,11513
3088,25-2022,MP,87
3089,25-2022,MS,7730
3090,25-2022,MT,1963
3091,25-2022,NC,23917
3092,25-2022,ND,1165
3093,25-2022,NE,2752
3094,25-2022,NH,1144
3095,25-2022,NJ,19974
3096,25-2022,NM,6645
3097,25-2022,NV,7355
3098,25-2022,NY,14970
3099,25-2022,NYC,20866
